exercise,language,topic
atbash-cipher,c,control_flow_loops
atbash-cipher,c,strings
series,c,control_flow_if_statements
series,c,memory_management
series,c,strings
series,c,text_formatting
react,c,functions
react,c,memory_management
phone-number,c,control_flow_if_else_statements
phone-number,c,control_flow_loops
phone-number,c,memory_management
phone-number,c,strings
clock,c,control_flow_if_statements
clock,c,preprocessor_x_macros_in_test
clock,c,strings
clock,c,text_formatting
sieve,c,control_flow_if_statements
sieve,c,math
sieve,c,memory_management
nth-prime,c,control_flow_if_else_statements
nth-prime,c,control_flow_loops
nth-prime,c,math
nth-prime,c,performance_optimizations
robot-simulator,c,control_flow_if_statements
robot-simulator,c,pointers
robot-simulator,c,strings
robot-simulator,c,structs
robot-simulator,c,variable_argument_lists
pascals-triangle,c,control_flow_if_else_statements
pascals-triangle,c,math
pascals-triangle,c,memory_management
triangle,c,booleans
triangle,c,control_flow_if_else_statements
triangle,c,structs
perfect-numbers,c,control_flow_if_else_statements
perfect-numbers,c,math
collatz-conjecture,c,functions
collatz-conjecture,c,math
binary,c,control_flow_if_statements
binary,c,control_flow_loops
binary,c,math
all-your-base,c,arrays
all-your-base,c,control_flow_if_else_statements
all-your-base,c,control_flow_loops
all-your-base,c,math
palindrome-products,c,functions
palindrome-products,c,math
palindrome-products,c,pointers
palindrome-products,c,strings
palindrome-products,c,structs
sublist,c,arrays
sublist,c,control_flow_if_statements
sublist,c,control_flow_loops
sublist,c,pointers
sublist,c,searching
largest-series-product,c,control_flow_loops
largest-series-product,c,math
largest-series-product,c,performance_optimizations
largest-series-product,c,strings
scrabble-score,c,pointers
scrabble-score,c,searching
scrabble-score,c,strings
scrabble-score,c,structs
queen-attack,c,control_flow_if_statements
queen-attack,c,enums
queen-attack,c,functions
queen-attack,c,structs
linked-list,c,functions
linked-list,c,lists
linked-list,c,pointers
linked-list,c,structs
complex-numbers,c,math
complex-numbers,c,performance_optimizations
complex-numbers,c,structs
etl,c,pointers
etl,c,structs
prime-factors,c,algorithms
prime-factors,c,math
luhn,c,algorithms
luhn,c,strings
bracket-push,c,control_flow_if_statements
bracket-push,c,recursion
bracket-push,c,stacks
say,c,algorithms
say,c,control_flow_if_statements
say,c,strings
crypto-square,c,algorithms
crypto-square,c,control_flow_if_statements
crypto-square,c,strings
secret-handshake,c,algorithms
secret-handshake,c,control_flow_if_statements
secret-handshake,c,strings
pig-latin,c,algorithms
pig-latin,c,control_flow_if_statements
pig-latin,c,functions
pig-latin,c,strings
minesweeper,c,arrays
minesweeper,c,control_flow_if_statements
minesweeper,c,strings
run-length-encoding,c,algorithms
run-length-encoding,c,control_flow_if_statements
run-length-encoding,c,strings
two-fer,c,control_flow_if_statements
two-fer,c,strings
wordy,c,algorithms
wordy,c,control_flow_if_statements
wordy,c,functions
wordy,c,strings
binary-search-tree,c,arrays
binary-search-tree,c,control_flow_loops
binary-search-tree,c,recursion
binary-search-tree,c,structs
diamond,c,arrays
diamond,c,control_flow_if_statements
diamond,c,functions
diamond,c,strings
all-your-base,sml,math
nth-prime,sml,math
difference-of-squares,sml,math
perfect-numbers,sml,math
prime-factors,sml,math
collatz-conjecture,sml,math
sum-of-multiples,sml,math
diamond,sml,lists
diamond,sml,strings
diamond,sml,text_formatting
pig-latin,sml,lists
pig-latin,sml,strings
pig-latin,sml,text_formatting
binary,vbnet,math
hamming,groovy,strings
gigasecond,groovy,dates
raindrops,groovy,strings
rna-transcription,groovy,string_manipulation
difference-of-squares,groovy,math
leap,groovy,logical_operators
two-fer,groovy,control_flow_if_else_statements
two-fer,groovy,strings
nth-prime,groovy,math
robot-name,groovy,randomness
roman-numerals,groovy,metaprogramming
roman-numerals,groovy,string_manipulation
word-count,groovy,regular_expressions
word-count,groovy,strings
phone-number,groovy,regular_expressions
phone-number,groovy,string_manipulation
phone-number,groovy,strings
scrabble-score,groovy,strings
binary-search,groovy,algorithms
binary-search,groovy,collections
binary-search,groovy,lists
binary-search,groovy,searching
double-linked-list,groovy,algorithms
double-linked-list,groovy,generics
double-linked-list,groovy,lists
rotational-cipher,groovy,cryptography
rotational-cipher,groovy,integers
rotational-cipher,groovy,strings
flatten-array,groovy,arrays
flatten-array,groovy,lists
flatten-array,groovy,loops
flatten-array,groovy,recursion
bank-account,groovy,concurrency
bank-account,groovy,exception_handling
bank-account,groovy,integers
difference-of-squares,plsql,math
nth-prime,plsql,math
binary,plsql,math
difference-of-squares,scheme,math
difference-of-squares,cfml,math
sum-of-multiples,cfml,math
largest-series-product,cfml,math
nth-prime,cfml,math
difference-of-squares,elisp,math
binary,elisp,math
perfect-numbers,elisp,math
armstrong-numbers,elisp,math
hello-world,pony,methods
hello-world,pony,primitives
difference-of-squares,pony,iterators
difference-of-squares,pony,math
bob,pony,strings
hamming,pony,errors
leap,pony,booleans
anagram,pony,reference_capabilities
anagram,pony,strings
rna-transcription,pony,errors
rna-transcription,pony,iterators
rna-transcription,pony,strings
roman-numerals,pony,errors
roman-numerals,pony,strings
beer-song,pony,match
beer-song,pony,strings
atbash-cipher,pony,iterators
atbash-cipher,pony,strings
pascals-triangle,pony,arrays
pascals-triangle,pony,iterators
pascals-triangle,pony,math
sum-of-multiples,lfe,math
binary,lfe,math
difference-of-squares,lfe,math
trinary,lfe,math
largest-series-product,lfe,math
hello-world,racket,optional_values
hello-world,racket,text_formatting
difference-of-squares,racket,math
perfect-numbers,racket,math
collatz-conjecture,racket,math
meetup,racket,conditionals
meetup,racket,dates
meetup,racket,parsing
meetup,racket,pattern_recognition
meetup,racket,strings
hello-world,elm,strings
bob,elm,conditionals
bob,elm,strings
bob,elm,text_formatting
difference-of-squares,elm,integers
difference-of-squares,elm,math
gigasecond,elm,dates
leap,elm,conditionals
leap,elm,integers
rna-transcription,elm,strings
rna-transcription,elm,transforming
space-age,elm,floating_point_numbers
sum-of-multiples,elm,lists
sum-of-multiples,elm,math
sum-of-multiples,elm,transforming
accumulate,elm,recursion
accumulate,elm,transforming
collatz-conjecture,elm,math
etl,elm,maps
etl,elm,transforming
grade-school,elm,maps
grade-school,elm,sorting
grains,elm,integers
hamming,elm,filtering
hamming,elm,strings
nucleotide-count,elm,maps
nucleotide-count,elm,strings
pangram,elm,booleans
pangram,elm,strings
raindrops,elm,filtering
raindrops,elm,text_formatting
binary-search,elm,algorithms
binary-search,elm,lists
binary-search,elm,recursion
isogram,elm,filtering
isogram,elm,strings
phone-number,elm,parsing
phone-number,elm,transforming
robot-simulator,elm,records
robot-simulator,elm,tuples
scrabble-score,elm,transforming
strain,elm,filtering
strain,elm,sequences
acronym,elm,strings
acronym,elm,transforming
all-your-base,elm,integers
all-your-base,elm,math
all-your-base,elm,transforming
allergies,elm,bitwise_operations
allergies,elm,enumerations
allergies,elm,filtering
anagram,elm,filtering
anagram,elm,strings
largest-series-product,elm,integers
largest-series-product,elm,math
largest-series-product,elm,strings
largest-series-product,elm,transforming
list-ops,elm,lists
list-ops,elm,recursion
pascals-triangle,elm,lists
pascals-triangle,elm,math
pascals-triangle,elm,recursion
series,elm,lists
series,elm,strings
series,elm,transforming
twelve-days,elm,conditionals
twelve-days,elm,strings
twelve-days,elm,text_formatting
word-count,elm,maps
word-count,elm,strings
word-count,elm,transforming
atbash-cipher,elm,algorithms
atbash-cipher,elm,strings
atbash-cipher,elm,transforming
luhn,elm,algorithms
luhn,elm,strings
luhn,elm,transforming
roman-numerals,elm,recursion
roman-numerals,elm,transforming
run-length-encoding,elm,algorithms
run-length-encoding,elm,transforming
transpose,elm,matrices
bracket-push,elm,parsing
bracket-push,elm,stacks
sublist,elm,lists
sublist,elm,recursion
say,elm,strings
say,elm,text_formatting
say,elm,transforming
hello-world,kotlin,strings
two-fer,kotlin,conditionals
two-fer,kotlin,strings
leap,kotlin,control_flow_if_else_statements
leap,kotlin,integers
rna-transcription,kotlin,loops
rna-transcription,kotlin,maps
rna-transcription,kotlin,strings
pangram,kotlin,pattern_matching
pangram,kotlin,regular_expressions
pangram,kotlin,strings
hamming,kotlin,integers
hamming,kotlin,loops
hamming,kotlin,strings
gigasecond,kotlin,dates
gigasecond,kotlin,integers
gigasecond,kotlin,time
space-age,kotlin,conditionals
space-age,kotlin,floating_point_numbers
space-age,kotlin,mathematics
acronym,kotlin,loops
acronym,kotlin,parsing
acronym,kotlin,searching
acronym,kotlin,strings
scrabble-score,kotlin,games
scrabble-score,kotlin,loops
scrabble-score,kotlin,pattern_matching
scrabble-score,kotlin,strings
scrabble-score,kotlin,transforming
raindrops,kotlin,conditionals
raindrops,kotlin,integers
raindrops,kotlin,mathematics
raindrops,kotlin,strings
difference-of-squares,kotlin,integers
difference-of-squares,kotlin,loops
difference-of-squares,kotlin,mathematics
secret-handshake,kotlin,bitwise_operations
secret-handshake,kotlin,conditionals
secret-handshake,kotlin,cryptography
secret-handshake,kotlin,enumerations
secret-handshake,kotlin,integers
secret-handshake,kotlin,loops
secret-handshake,kotlin,mathematics
secret-handshake,kotlin,transforming
perfect-numbers,kotlin,enumerations
perfect-numbers,kotlin,exception_handling
perfect-numbers,kotlin,filtering
perfect-numbers,kotlin,integers
perfect-numbers,kotlin,mathematics
sum-of-multiples,kotlin,arrays
sum-of-multiples,kotlin,conditionals
sum-of-multiples,kotlin,integers
sum-of-multiples,kotlin,loops
sum-of-multiples,kotlin,mathematics
luhn,kotlin,algorithms
luhn,kotlin,booleans
luhn,kotlin,loops
luhn,kotlin,mathematics
luhn,kotlin,strings
luhn,kotlin,type_conversion
triangle,kotlin,conditionals
triangle,kotlin,exception_handling
triangle,kotlin,integers
triangle,kotlin,mathematics
triangle,kotlin,recursion
largest-series-product,kotlin,integers
largest-series-product,kotlin,loops
largest-series-product,kotlin,mathematics
largest-series-product,kotlin,strings
largest-series-product,kotlin,type_conversion
grains,kotlin,integers
sieve,kotlin,algorithms
sieve,kotlin,integers
sieve,kotlin,lists
sieve,kotlin,loops
sieve,kotlin,mathematics
collatz-conjecture,kotlin,conditionals
collatz-conjecture,kotlin,exception_handling
collatz-conjecture,kotlin,integers
collatz-conjecture,kotlin,mathematics
collatz-conjecture,kotlin,recursion
atbash-cipher,kotlin,cryptography
atbash-cipher,kotlin,security
atbash-cipher,kotlin,strings
nth-prime,kotlin,arrays
nth-prime,kotlin,exception_handling
nth-prime,kotlin,integers
nth-prime,kotlin,lists
nth-prime,kotlin,loops
saddle-points,kotlin,arrays
saddle-points,kotlin,conditionals
saddle-points,kotlin,exception_handling
saddle-points,kotlin,integers
saddle-points,kotlin,loops
saddle-points,kotlin,mathematics
diamond,kotlin,arrays
diamond,kotlin,lists
diamond,kotlin,loops
diamond,kotlin,strings
diamond,kotlin,text_formatting
isogram,kotlin,conditionals
isogram,kotlin,loops
isogram,kotlin,parsing
isogram,kotlin,strings
flatten-array,kotlin,stacks
flatten-array,kotlin,strings
pig-latin,kotlin,arrays
pig-latin,kotlin,lists
pig-latin,kotlin,strings
pig-latin,kotlin,transforming
phone-number,kotlin,conditionals
phone-number,kotlin,pattern_matching
phone-number,kotlin,regular_expressions
phone-number,kotlin,strings
nucleotide-count,kotlin,conditionals
nucleotide-count,kotlin,exception_handling
nucleotide-count,kotlin,integers
nucleotide-count,kotlin,maps
nucleotide-count,kotlin,parsing
nucleotide-count,kotlin,searching
nucleotide-count,kotlin,strings
word-count,kotlin,conditionals
word-count,kotlin,integers
word-count,kotlin,loops
word-count,kotlin,maps
word-count,kotlin,strings
spiral-matrix,kotlin,arrays
